Source,Target,Weight
daikon,dashi,0.31315010138908206
dipping sauces,sweet chili sauce,0.28495930725854873
instant espresso powder,semisweet chocolate,0.39178805909288184
dried shiitake mushrooms,marinade,0.2748972592917273
egg substitute,reduced fat sharp cheddar cheese,0.32612524650939895
ginger paste,mace,0.278035497225812
capsicum,green cardamom,0.33958339948532673
crushed ice,lemon slices,0.2667751371032436
capsicum,oil,0.2787085938908479
fenugreek leaves,ginger paste,0.33648774303514
ground cardamom,poppy seeds,0.28259844573916176
grapeseed oil,wild mushrooms,0.2581549475909365
all purpose unbleached flour,yellow corn meal,0.26040704661840947
chopped pecans,firmly packed brown sugar,0.3388210854010301
gochujang base,sesame oil,0.3003785904905031
nori,smoked salmon,0.30177982641049517
cumin,frozen corn,0.26335275488905485
italian seasoning,tomato sauce,0.2523649874239836
dried apricot,slivered almonds,0.30981367769193585
garam masala,mustard seeds,0.2527211471971766
beef tenderloin,button mushrooms,0.2708250790372675
semisweet chocolate,unsweetened cocoa powder,0.3301229745800493
chinese rice wine,cornflour,0.2700448838467007
bourbon whiskey,pecan halves,0.35344254262971847
adobo sauce,white hominy,0.308242936930936
mirin,seaweed,0.26159659216981374
salad,salami,0.2710983476298525
margarine,skim milk,0.3509984379597895
black peppercorns,green cardamom,0.2786512157550035
cinnamon,clove,0.29260185080914675
dried basil,dried rosemary,0.2567308819987436
dried shiitake mushrooms,white miso,0.2849444583114131
haricots verts,red potato,0.2853496706124393
jumbo shrimp,mussels,0.2677916706984658
lime rind,shrimp paste,0.2882116574281567
mung bean sprouts,rice vermicelli,0.2715230983344342
dill,hard-boiled egg,0.2540178223765359
artichok heart marin,italian salad dressing,0.26955733303849394
oyster sauce,soy sauce,0.2661083498842305
parsley sprigs,pearl onions,0.2797592194416942
bittersweet chocolate,whipped cream,0.2649071263841966
allspice,thyme,0.2706249705082361
baby carrots,sugar pea,0.2755861544207886
asparagus,baby carrots,0.26933738326948425
cinnamon sticks,garlic paste,0.2875376806261089
english cucumber,fresh mint,0.27874929074161625
cream of tartar,egg yolks,0.2707486812774775
salad oil,serrano chilies,0.3131667359320397
black peppercorns,cinnamon sticks,0.29972718808328364
chickpeas,ground coriander,0.25262041814254
dressing,watercress,0.25845461063433245
fresh lime juice,lime zest,0.2527555074782228
fat free less sodium chicken broth,fresh parmesan cheese,0.29590530688307654
dates,white sesame seeds,0.2503363305607005
orange liqueur,vodka,0.313531245317354
cashew nuts,paneer,0.34550360254450263
mung bean sprouts,palm sugar,0.25117386315772744
creamy peanut butter,teriyaki sauce,0.31285885608681346
evaporated milk,pie crust,0.2583397687028233
jasmine rice,thai red curry paste,0.27061648017402007
fish fillets,fish stock,0.38502709051305006
dried cranberries,mixed greens,0.27287277492522566
bird chile,thai basil,0.3036618709415455
lettuce leaves,water chestnuts,0.26816697991716604
anise,cinnamon sticks,0.2613256447660187
fresh curry leaves,ginger paste,0.2686756875587804
ground red pepper,light mayonnaise,0.26935220500117274
chees fresh mozzarella,whole milk ricotta cheese,0.29415882793004805
buttermilk,vegetable shortening,0.29103928285459796
konbu,ramen noodles,0.29540836079619437
cashew nuts,green cardamom,0.32375342660875184
taco sauce,taco seasoning mix,0.2830579819871206
chinese cabbage,coarse sea salt,0.25704498112485313
grated orange peel,hazelnuts,0.2577433720002608
self rising flour,shortening,0.274999026365968
chicken wings,potato starch,0.31195721057034353
baking powder,vegetable shortening,0.2764104671882199
goat cheese,pesto,0.25479443004756724
anaheim chile,tomatillos,0.25485464534751306
iceberg lettuce,salsa,0.2534952482845026
peeled fresh ginger,shiitake mushroom caps,0.27636882906687527
peanut oil,unsalted dry roast peanuts,0.27932307026627684
light coconut milk,red curry paste,0.40709503331542185
cinnamon,green cardamom,0.2733980899782513
grated orange peel,whipping cream,0.2574841624211898
pico de gallo,tortillas,0.26484706246330475
pie crust,salted butter,0.28409525665679736
salsa verde,white hominy,0.2592177717889478
amchur,oil,0.28162108680743453
canned black beans,corn kernels,0.3181851891352109
pesto,pizza doughs,0.25064051470409976
dried shiitake mushrooms,ramen noodles,0.29777975983567856
dashi,mirin,0.4148008500381457
dried shiitake mushrooms,ground white pepper,0.25519463061693964
bourbon whiskey,pie crust,0.279499744880194
shredded cheese,sour cream,0.2612298336836419
dark soy sauce,wine,0.26375701570012045
mirin,nori,0.2802083052204125
cardamom pods,ground turmeric,0.2835765963090255
cottage cheese,dried parsley,0.26774694720381753
italian seasoning,shredded mozzarella cheese,0.29339964529872276
pinto beans,ranch dressing,0.3050920700579828
fresh parmesan cheese,part-skim mozzarella cheese,0.3577447152024227
sirloin steak,snow peas,0.25744689853975844
kidney beans,taco sauce,0.2537704242640126
broth,corn husks,0.2616222104905213
baby bok choy,snow peas,0.2733215570098863
lime slices,pineapple juice,0.291405266036041
ground chicken,panko breadcrumbs,0.2787249333884006
black beans,tortillas,0.2500847165943287
condensed milk,whipped cream,0.33006032212891867
leaves,shrimp paste,0.3249756602117863
halibut fillets,littleneck clams,0.3220344586655869
saffron,spanish chorizo,0.25019700496758174
mussels,squid,0.37970906145006506
brown rice,edamame,0.2516671070778049
mexican oregano,white hominy,0.3219017570384875
barbecue sauce,hamburger buns,0.28276787927230995
halibut fillets,mussels,0.28324808250516376
miso paste,seaweed,0.3420888914595181
poblano peppers,serrano peppers,0.30577286010012855
kasuri methi,yoghurt,0.36477224241965933
palm sugar,tamarind paste,0.3331112406822394
clam juice,large shrimp,0.265460623774198
konbu,sake,0.31578876970800074
roasted peanuts,tamarind paste,0.3012526297994747
serrano peppers,tomatillos,0.28387066426576
anchovies,olives,0.27006726996160446
corn tortillas,pico de gallo,0.29376138139160224
grated parmesan cheese,shredded mozzarella cheese,0.2939278714618617
apples,puff pastry,0.26683577177492246
chinese cabbage,oyster sauce,0.2562389958185401
ground pork,wonton wrappers,0.3239114676653135
malt vinegar,russet potatoes,0.29851248952503234
chopped green chilies,shredded cheddar cheese,0.25247659987796045
garam masala,masala,0.2832151234763063
asiago,penne,0.25691927110183355
dough,pizza sauce,0.288526186427354
fish sauce,lemongrass,0.35040026279768977
dill,phyllo dough,0.25981120947411657
basmati rice,saffron,0.32346231801085706
corn husks,vegetable shortening,0.3028990980274737
elbow macaroni,extra sharp cheddar cheese,0.33460704635049643
cream of tartar,superfine sugar,0.2816868932394358
shredded cheese,tortillas,0.3195048456131925
green cardamom,star anise,0.3576801435280042
black peppercorns,cardamom pods,0.32348852733699734
cake flour,instant yeast,0.2537977833074794
bay leaves,peppercorns,0.28947009617191233
green tomatoes,prepared horseradish,0.2944117742982875
diced green chilies,mexican cheese,0.2514516595152939
galangal,white mushrooms,0.2768409699923275
fish sauce,palm sugar,0.3538901950125185
ripe olives,taco sauce,0.29478921757887594
skim milk,vegetable oil cooking spray,0.3565260445381269
cumin seed,paneer,0.28873356839453174
red lentils,tumeric,0.295836979132703
black beans,quinoa,0.30629843764869275
green cabbage,red cabbage,0.3327360192566404
part-skim ricotta cheese,shredded mozzarella cheese,0.2627426496484778
leeks,parsley sprigs,0.2545402929902881
chinese five-spice powder,cornflour,0.2692864884729943
clarified butter,saffron,0.2714682854714583
lemongrass,sambal ulek,0.2841331921207677
artichoke hearts,kalamata,0.25739211700163683
fenugreek seeds,ground turmeric,0.3098803143233877
romaine lettuce,salad dressing,0.29630253128338047
garam masala,plain yogurt,0.2831306213709366
french bread,swiss cheese,0.2710773784540195
gochujang base,tofu,0.257306560632187
soy sauce,toasted sesame seeds,0.2526047431522189
shredded cheddar cheese,taco seasoning,0.2635725979348383
ground turkey,taco seasoning mix,0.28398056853541453
bird chile,fish sauce,0.28731131517265723
chopped green chilies,flour tortillas,0.25042288029380794
creamy peanut butter,peanuts,0.29759623871042423
olives,preserved lemon,0.33696508257755076
lobster,saffron threads,0.29687401319052037
tabasco pepper sauce,worcestershire sauce,0.28256416024301323
ramen noodles,toasted sesame oil,0.2954601994907861
corn,taco seasoning,0.27997267852377916
peeled fresh ginger,plain low-fat yogurt,0.2875964659346886
golden brown sugar,vanilla ice cream,0.2733082494661623
daikon,napa cabbage,0.2828588779868292
curds,oil,0.2631210387787073
ice water,pecan halves,0.2819433375393588
dill,feta cheese crumbles,0.25664819630586366
crabmeat,old bay seasoning,0.27308518811218097
coriander powder,masala,0.33192845012944683
konbu,white miso,0.36812875041875937
corn husks,cotija,0.2733584123448762
guacamole,shredded cheese,0.2702999716415979
lasagna noodles,ricotta,0.26047596877076984
egg yolks,vanilla extract,0.27480559033980634
nori,soba noodles,0.2858725074090955
crushed tomatoes,whole milk ricotta cheese,0.25336728731610597
garlic powder,onion powder,0.4149018080620315
green beans,thai red curry paste,0.26259482926389266
apple juice,granny smith apples,0.31330980911217243
dark rum,instant espresso powder,0.2528081063891207
baking powder,shortening,0.25626222344271543
coarse kosher salt,heavy whipping cream,0.25054116821649464
parsley sprigs,thyme sprigs,0.38621823856693677
chinese cabbage,low sodium soy sauce,0.2723852035947309
pepperoni,sliced black olives,0.28878077236821054
kidney beans,lean ground beef,0.26528865320872597
green cardamom,oil,0.27268346140328753
cooked ham,salami,0.25732977330466095
chutney,serrano chilies,0.25222035063357956
plums,semolina flour,0.2591725763786104
baguette,manchego cheese,0.27105736715106654
anchovy fillets,escarole,0.26564368588340276
freshly grated parmesan,grated gruyère cheese,0.2601199312043525
couscous,preserved lemon,0.342641261903872
star anise,thai basil,0.27795051693334594
orange liqueur,strawberries,0.2708166263223727
pecans,pure vanilla extract,0.30229947369106286
chuck roast,guajillo chiles,0.2654837015738912
arborio rice,canned low sodium chicken broth,0.25278515181598954
taco seasoning,"whole kernel corn, drain",0.2614423097890261
italian salad dressing,mixed greens,0.29182765515905024
unsweetened cocoa powder,vanilla extract,0.3151423434387029
marinara sauce,part-skim mozzarella cheese,0.3191759023525968
coconut cream,coconut oil,0.2672070408481943
italian turkey sausage,roasted tomatoes,0.27593200629697834
dipping sauces,herbs,0.27636762388768926
curry powder,mango chutney,0.3325808579480638
beansprouts,rice vermicelli,0.36844714695933467
bourbon whiskey,molasses,0.2863027996975501
heavy whipping cream,semi-sweet chocolate morsels,0.26899787680918136
jicama,seasoned rice wine vinegar,0.2742954000987025
thai basil,thai chile,0.2967691900925218
cardamom,coriander powder,0.31206124949252917
bananas,sweetened coconut flakes,0.28266521020126784
dried shrimp,thai chile,0.30606688331652454
caraway seeds,turnips,0.2596131946383264
cream of chicken soup,poultry seasoning,0.3037071061258921
peeled tomatoes,plain low-fat yogurt,0.2637843843802001
baking soda,red food coloring,0.2639351576459624
mexican cheese blend,pico de gallo,0.25097260764392293
bok choy,reduced sodium soy sauce,0.2598978276226039
enchilada sauce,shredded cheddar cheese,0.2836229222767548
curry leaves,dried red chile peppers,0.2701314535589815
kaffir lime leaves,palm sugar,0.37236308674544555
soba noodles,tahini,0.29081101252575564
peppercorns,vinegar,0.29112510323006635
unflavored gelatin,vegetable oil spray,0.2826580287584508
quinoa,vegetable broth,0.26225148717634533
boiling potatoes,california bay leaves,0.34758345673699365
cumin seed,green cardamom,0.27679038350953167
nori,ramen noodles,0.351979964224569
green bell pepper,smoked sausage,0.28567857183619944
kaffir lime leaves,lemongrass,0.43991138064657836
blackberries,strawberries,0.3484797150177105
basmati rice,green cardamom,0.29065980986890294
hot pepper sauce,worcestershire sauce,0.27406204979437043
curry paste,sunflower oil,0.2910595322036493
anchovy fillets,olives,0.2786303421719115
diced celery,prepared horseradish,0.26260203652031056
celery ribs,creole seasoning,0.25431741104499084
cinnamon,mace,0.2729381044099945
fat free milk,reduced fat sharp cheddar cheese,0.30132488539465535
blackberries,cachaca,0.2877094272167924
chorizo,queso fresco,0.2570520839008388
bourbon whiskey,pecans,0.33619932433893207
black peppercorns,california bay leaves,0.26980301624619685
kaffir lime leaves,shallots,0.2539079848817453
diced celery,smoked sausage,0.2616231333051663
curry,fenugreek seeds,0.3064067153968572
daikon,mirin,0.2734534677591997
dark soy sauce,shaoxing wine,0.4080117488520093
ghee,ginger paste,0.32098865479263217
chickpea flour,red chili powder,0.2998018827933179
bacon drippings,buttermilk,0.2601678777003366
lemon grass,thai basil,0.27703116793347776
cilantro leaves,kasuri methi,0.2897643963151165
egg substitute,non-fat sour cream,0.2571459759675025
corn tortillas,sour cream,0.26773623831269006
cajun seasoning,creole mustard,0.27445012466330115
ice cubes,lime slices,0.28471011504855037
dark soy sauce,spring onions,0.2597537696734908
rice paper,seasoned rice wine vinegar,0.25480670812048695
green cardamom pods,saffron threads,0.2597049508669436
rubbed sage,turkey,0.2740131056232706
cashew nuts,fresh curry leaves,0.26164174934545675
beef broth,chuck roast,0.3414731621732111
goat cheese,salami,0.2607546034566388
adobo sauce,ancho powder,0.25019986183062
bow-tie pasta,white mushrooms,0.2627444030199265
dry white wine,sea scallops,0.26817107048131983
light mayonnaise,low-fat buttermilk,0.28193519302710635
mung bean sprouts,reduced sodium soy sauce,0.25323002517093773
galangal,lime rind,0.25758608088186
fennel seeds,green cardamom,0.284349213085405
black beans,diced green chilies,0.25796802458939794
